Input.target1,Input.top1,Input.top2,Input.top3,Input.top4,Input.top5,Input.top6,Input.top7,Input.top8,Input.top9,Input.top10,Input.top11,Input.top12,Input.top13,Input.top14,HITId,top1,top2,top3,top4,top5,top6,top7,top8,top9,top10,top11,top12,top13,top14
img_womens_stiletto_251.jpg,img_womens_stiletto_467.jpg,img_womens_stiletto_150.jpg,img_womens_stiletto_400.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_boots_1588.jpg,img_womens_rain_boots_743.jpg,img_womens_stiletto_1416.jpg,img_womens_stiletto_370.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_wedding_shoes_652.jpg,img_womens_high_heels_197.jpg,3SR6AEG6XKDNH78C3UI4CEKCBC7YH8,False,False,True,False,False,False,True,True,False,False,False,False,False,False
img_womens_flats_840.jpg,img_womens_athletic_shoes_463.jpg,img_womens_clogs_1128.jpg,img_womens_flats_553.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_pumps_545.jpg,img_womens_stiletto_918.jpg,img_womens_flats_668.jpg,img_womens_flats_1319.jpg,img_womens_flats_1264.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_wedding_shoes_652.jpg,img_womens_high_heels_197.jpg,3BA7SXOG2YALRVVXMVW4R5YG5638R2,False,False,False,False,False,False,False,True,True,False,True,True,False,False
img_womens_athletic_shoes_457.jpg,img_womens_athletic_shoes_746.jpg,img_womens_athletic_shoes_1013.jpg,img_womens_athletic_shoes_28.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_boots_1588.jpg,img_womens_sneakers_601.jpg,img_womens_rain_boots_568.jpg,img_womens_sneakers_796.jpg,img_womens_pumps_301.jpg,img_womens_boots_928.jpg,img_womens_flats_318.jpg,img_womens_boots_1528.jpg,3P7RGTLO7TXDNFBHT97LMKIX029AKF,True,True,True,False,False,False,False,True,False,True,False,False,False,False
img_womens_stiletto_91.jpg,img_womens_stiletto_150.jpg,img_womens_stiletto_178.jpg,img_womens_stiletto_555.jpg,img_womens_high_heels_1471.jpg,img_womens_flats_835.jpg,img_womens_flats_835.jpg,img_womens_high_heels_684.jpg,img_womens_boots_1588.jpg,img_womens_high_heels_329.jpg,img_womens_stiletto_319.jpg,img_womens_stiletto_370.jpg,img_womens_pumps_301.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,3WRKFXQBPQRND2JW9C0PCQLRBPMYI1,True,True,True,False,False,False,False,False,False,True,True,False,False,False
img_womens_high_heels_780.jpg,img_womens_pumps_58.jpg,img_womens_pumps_357.jpg,img_womens_pumps_685.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_676.jpg,img_womens_high_heels_1247.jpg,img_womens_pumps_489.jpg,img_womens_pumps_1029.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,3W0XM68Y04FHTRYHXQESBJPUW831KI,False,True,True,True,False,False,False,False,False,False,False,False,False,False
img_womens_athletic_shoes_1570.jpg,img_womens_athletic_shoes_1607.jpg,img_womens_athletic_shoes_935.jpg,img_womens_athletic_shoes_287.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_stiletto_918.jpg,img_womens_high_heels_650.jpg,img_womens_athletic_shoes_557.jpg,img_womens_athletic_shoes_1570.jpg,img_womens_wedding_shoes_45.jpg,img_womens_pumps_301.jpg,img_womens_boots_928.jpg,img_womens_boots_1528.jpg,img_womens_flats_318.jpg,3UQ1LLR27PSO7LTZE9JM1KVCP2EALI,True,True,False,False,False,False,False,True,False,False,False,False,False,False
img_womens_high_heels_359.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_667.jpg,img_womens_pumps_621.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1471.jpg,img_womens_high_heels_1457.jpg,img_womens_flats_450.jpg,img_womens_wedding_shoes_515.jpg,img_womens_flats_835.jpg,img_womens_pumps_301.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,31J7RYEC00ASDXGZIQQTQJ29L881LL,False,False,False,False,False,True,False,False,False,False,False,False,False,False
img_womens_clogs_305.jpg,img_womens_athletic_shoes_17.jpg,img_womens_sneakers_378.jpg,img_womens_sneakers_670.jpg,img_womens_high_heels_1471.jpg,img_womens_flats_835.jpg,img_womens_flats_835.jpg,img_womens_high_heels_645.jpg,img_womens_high_heels_684.jpg,img_womens_clogs_305.jpg,img_womens_clogs_607.jpg,img_womens_clogs_371.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,img_womens_pumps_301.jpg,3Y3CZJSZAZD24DCVOXP1FLOP3G25RX,False,False,False,True,True,True,True,False,False,False,False,False,False,False
img_womens_flats_1207.jpg,img_womens_flats_997.jpg,img_womens_flats_946.jpg,img_womens_flats_231.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1471.jpg,img_womens_flats_1207.jpg,img_womens_flats_1509.jpg,img_womens_wedding_shoes_515.jpg,img_womens_flats_835.jpg,img_womens_high_heels_1032.jpg,img_womens_wedding_shoes_20.jpg,img_womens_sneakers_1127.jpg,3KQC8JMJHRCM14BOE9PEMKOZ2BD3H8,False,False,False,False,False,False,False,True,False,False,False,False,False,False
img_womens_high_heels_712.jpg,img_womens_pumps_939.jpg,img_womens_pumps_1003.jpg,img_womens_pumps_1003.jpg,img_womens_high_heels_594.jpg,img_womens_high_heels_594.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_boots_1588.jpg,img_womens_high_heels_1178.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_652.jpg,3W5PY7V3V4RJ8D32RULPOR0RO4BYJD,False,False,False,False,False,False,False,False,False,True,True,False,False,False
img_womens_flats_512.jpg,img_womens_flats_68.jpg,img_womens_flats_1129.jpg,img_womens_wedding_shoes_265.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_stiletto_918.jpg,img_womens_high_heels_298.jpg,img_womens_clogs_674.jpg,img_womens_flats_929.jpg,img_womens_flats_400.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_boots_928.jpg,img_womens_wedding_shoes_652.jpg,3AA88CN994NEJX9K9FL1P6043TBYKC,True,True,False,False,False,False,False,False,True,True,True,True,False,False
img_womens_pumps_536.jpg,img_womens_athletic_shoes_717.jpg,img_womens_pumps_281.jpg,img_womens_athletic_shoes_1462.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_676.jpg,img_womens_flats_1057.jpg,img_womens_flats_181.jpg,img_womens_flats_913.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_652.jpg,3KTCJ4SCWVLCJFYKI2R8QWHYLDY1MN,False,True,False,False,False,False,False,False,False,True,False,False,False,False
img_womens_stiletto_549.jpg,img_womens_wedding_shoes_484.jpg,img_womens_stiletto_549.jpg,img_womens_stiletto_549.jpg,img_womens_high_heels_1078.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1471.jpg,img_womens_wedding_shoes_820.jpg,img_womens_wedding_shoes_727.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_boots_928.jpg,img_womens_boots_1528.jpg,3UY4PIS8R65I1XJKU3683B6YQ381NN,False,True,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_athletic_shoes_751.jpg,img_womens_athletic_shoes_827.jpg,img_womens_sneakers_511.jpg,img_womens_athletic_shoes_605.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_pumps_545.jpg,img_womens_pumps_1496.jpg,img_womens_wedding_shoes_897.jpg,img_womens_wedding_shoes_598.jpg,img_womens_athletic_shoes_506.jpg,img_womens_pumps_301.jpg,img_womens_flats_835.jpg,img_womens_flats_318.jpg,img_womens_high_heels_197.jpg,3X2YVV51Q9O8ORSYM4XVZUJPJFBW18,False,False,True,False,False,False,False,False,False,True,False,False,False,True
img_womens_athletic_shoes_917.jpg,img_womens_sneakers_1127.jpg,img_womens_athletic_shoes_1571.jpg,img_womens_athletic_shoes_384.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_676.jpg,img_womens_athletic_shoes_506.jpg,img_womens_sneakers_398.jpg,img_womens_sneakers_313.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_652.jpg,3ZQA3IO32QB0JIJWVI6LI063GDD1O2,True,True,True,False,False,False,False,True,True,True,False,False,False,False
img_womens_athletic_shoes_1377.jpg,img_womens_athletic_shoes_679.jpg,img_womens_athletic_shoes_445.jpg,img_womens_sneakers_671.jpg,img_womens_high_heels_1471.jpg,img_womens_high_heels_645.jpg,img_womens_flats_835.jpg,img_womens_boots_1111.jpg,img_womens_athletic_shoes_971.jpg,img_womens_athletic_shoes_1216.jpg,img_womens_athletic_shoes_390.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_boots_928.jpg,img_womens_boots_1528.jpg,3RWO3EJEMWTI4IVXAIJ070BTQI91PJ,False,False,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_wedding_shoes_738.jpg,img_womens_wedding_shoes_834.jpg,img_womens_stiletto_570.jpg,img_womens_wedding_shoes_1053.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1471.jpg,img_womens_wedding_shoes_713.jpg,img_womens_high_heels_1079.jpg,img_womens_high_heels_1078.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_boots_928.jpg,img_womens_boots_1528.jpg,3D06DR523K38D3BKELK11XA1P74AMK,False,True,True,False,False,False,False,False,True,True,False,False,False,False
img_womens_athletic_shoes_644.jpg,img_womens_athletic_shoes_1568.jpg,img_womens_athletic_shoes_975.jpg,img_womens_athletic_shoes_1102.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_boots_1588.jpg,img_womens_sneakers_582.jpg,img_womens_pumps_841.jpg,img_womens_athletic_shoes_1538.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_boots_928.jpg,img_womens_boots_1528.jpg,3XAOZ9UYSEB34UWCAVYP7513VEV1QA,False,True,False,False,False,False,False,False,True,False,False,True,False,False
img_womens_clogs_946.jpg,img_womens_clogs_585.jpg,img_womens_sneakers_936.jpg,img_womens_clogs_267.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_high_heels_1032.jpg,img_womens_boots_1588.jpg,img_womens_clogs_987.jpg,img_womens_clogs_134.jpg,img_womens_clogs_1549.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,3YZ7A3YHSKDE5SC83MP65VTLPIL5SL,False,False,False,False,False,False,False,True,True,False,True,False,False,False
img_womens_high_heels_69.jpg,img_womens_high_heels_1553.jpg,img_womens_stiletto_1346.jpg,img_womens_high_heels_69.jpg,img_womens_high_heels_1471.jpg,img_womens_boots_1111.jpg,img_womens_rain_boots_298.jpg,img_womens_high_heels_645.jpg,img_womens_stiletto_128.jpg,img_womens_flats_1398.jpg,img_womens_pumps_700.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_652.jpg,3UUIU9GZDKPFKSPNSMUWF0P7R1Z5TA,False,True,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_clogs_853.jpg,img_womens_clogs_103.jpg,img_womens_clogs_853.jpg,img_womens_clogs_853.jpg,img_womens_clogs_1405.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_high_heels_1032.jpg,img_womens_boots_1588.jpg,img_womens_clogs_119.jpg,img_womens_clogs_257.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,3OQQD2WO9XQMXZM8KR7ZMWPE2OS3I1,False,True,True,False,False,False,False,False,False,False,False,False,False,False
img_womens_flats_764.jpg,img_womens_clogs_585.jpg,img_womens_sneakers_932.jpg,img_womens_athletic_shoes_449.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_676.jpg,img_womens_clogs_188.jpg,img_womens_flats_1182.jpg,img_womens_flats_826.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,3O4VWC1GFBQISA6E29SZYX4EF3H3JD,False,True,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_wedding_shoes_954.jpg,img_womens_wedding_shoes_381.jpg,img_womens_wedding_shoes_377.jpg,img_womens_wedding_shoes_463.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_stiletto_918.jpg,img_womens_pumps_545.jpg,img_womens_stiletto_1438.jpg,img_womens_high_heels_1476.jpg,img_womens_stiletto_1313.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_652.jpg,3PUV2Q8SWJOASJAZ76LUDI7DYBXDB0,False,False,True,False,False,False,False,True,False,False,False,False,False,False
img_womens_rain_boots_1016.jpg,img_womens_boots_1150.jpg,img_womens_boots_606.jpg,img_womens_boots_165.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_676.jpg,img_womens_boots_1100.jpg,img_womens_boots_1420.jpg,img_womens_boots_1614.jpg,img_womens_flats_835.jpg,img_womens_pumps_301.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,3BAKUKE4AWW3GVBCNANPCVB8R0X1RB,False,False,False,False,False,True,True,False,False,False,False,False,True,False
img_womens_stiletto_777.jpg,img_womens_stiletto_560.jpg,img_womens_stiletto_560.jpg,img_womens_stiletto_152.jpg,img_womens_stiletto_273.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_676.jpg,img_womens_stiletto_442.jpg,img_womens_stiletto_178.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_wedding_shoes_652.jpg,img_womens_boots_928.jpg,3JMNNNO3CGOFDCAU58X94DTUBLPW2P,True,True,True,True,False,False,False,False,True,True,False,False,False,False
img_womens_athletic_shoes_102.jpg,img_womens_athletic_shoes_521.jpg,img_womens_clogs_811.jpg,img_womens_athletic_shoes_168.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_676.jpg,img_womens_athletic_shoes_1460.jpg,img_womens_athletic_shoes_66.jpg,img_womens_athletic_shoes_971.jpg,img_womens_flats_835.jpg,img_womens_pumps_301.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,3FTID4TN90IP33R2UFX246DJSTGYLF,False,False,True,False,False,False,False,False,False,False,False,False,False,False
img_womens_rain_boots_163.jpg,img_womens_rain_boots_635.jpg,img_womens_rain_boots_936.jpg,img_womens_rain_boots_463.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_rain_boots_719.jpg,img_womens_flats_1029.jpg,img_womens_rain_boots_743.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_pumps_301.jpg,img_womens_flats_679.jpg,329E6HTMTBMD3UCWKUSBZC4RUSH3KC,False,False,False,False,False,False,False,False,False,True,False,False,False,False
img_womens_pumps_1499.jpg,img_womens_flats_530.jpg,img_womens_flats_1000.jpg,img_womens_flats_933.jpg,img_womens_high_heels_1471.jpg,img_womens_flats_835.jpg,img_womens_flats_835.jpg,img_womens_pumps_545.jpg,img_womens_boots_1588.jpg,img_womens_clogs_1624.jpg,img_womens_stiletto_1117.jpg,img_womens_sneakers_1095.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_wedding_shoes_652.jpg,3WJGKMRWWXTT2O25L6HPO2DVGWXDC7,True,False,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_high_heels_432.jpg,img_womens_stiletto_519.jpg,img_womens_stiletto_473.jpg,img_womens_high_heels_1218.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_637.jpg,img_womens_high_heels_828.jpg,img_womens_high_heels_1379.jpg,img_womens_stiletto_1000.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_flats_835.jpg,img_womens_high_heels_197.jpg,3B6F54KMSHWFHABP2ZNU25G4D2G1SZ,False,True,False,False,False,False,False,False,True,False,True,False,False,False
img_womens_clogs_862.jpg,img_womens_clogs_345.jpg,img_womens_pumps_484.jpg,img_womens_clogs_1044.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_clogs_1634.jpg,img_womens_clogs_842.jpg,img_womens_clogs_548.jpg,img_womens_pumps_301.jpg,img_womens_flats_835.jpg,img_womens_flats_318.jpg,img_womens_wedding_shoes_20.jpg,3N5YJ55YYVNEVLWKQMZ1ECZ1UXEANK,True,False,True,False,False,False,False,True,False,False,False,False,False,False
img_womens_athletic_shoes_898.jpg,img_womens_athletic_shoes_206.jpg,img_womens_athletic_shoes_1630.jpg,img_womens_sneakers_894.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_637.jpg,img_womens_sneakers_26.jpg,img_womens_athletic_shoes_666.jpg,img_womens_sneakers_499.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_wedding_shoes_652.jpg,img_womens_high_heels_197.jpg,37SOB9Z0T7HON0UE5U4CECH6JSM3LF,True,True,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_clogs_440.jpg,img_womens_clogs_66.jpg,img_womens_clogs_1193.jpg,img_womens_clogs_1634.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_676.jpg,img_womens_clogs_548.jpg,img_womens_clogs_673.jpg,img_womens_clogs_323.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_sneakers_1127.jpg,3P520RYKDWQUK54CSRK6KWB9AF65U1,False,True,False,False,False,False,False,True,False,False,True,False,False,False
img_womens_pumps_1122.jpg,img_womens_stiletto_1493.jpg,img_womens_high_heels_1611.jpg,img_womens_high_heels_1611.jpg,img_womens_stiletto_1184.jpg,img_womens_stiletto_1184.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1471.jpg,img_womens_clogs_960.jpg,img_womens_pumps_301.jpg,img_womens_flats_835.jpg,img_womens_flats_318.jpg,img_womens_wedding_shoes_20.jpg,3B623HUYKJAXSAVA1KW9HF3CR8M8SQ,True,True,True,True,True,False,True,False,True,False,False,False,False,False
img_womens_clogs_1160.jpg,img_womens_clogs_523.jpg,img_womens_clogs_1508.jpg,img_womens_clogs_1428.jpg,img_womens_high_heels_1471.jpg,img_womens_boots_1111.jpg,img_womens_rain_boots_298.jpg,img_womens_high_heels_645.jpg,img_womens_clogs_1325.jpg,img_womens_clogs_696.jpg,img_womens_sneakers_1122.jpg,img_womens_flats_835.jpg,img_womens_high_heels_1032.jpg,img_womens_wedding_shoes_20.jpg,img_womens_sneakers_1127.jpg,3SX4X51T9FTWD6WWR1ZET1Z6K7JAOZ,False,True,True,False,False,False,False,False,False,False,False,False,False,False
img_womens_pumps_300.jpg,img_womens_athletic_shoes_574.jpg,img_womens_pumps_300.jpg,img_womens_pumps_1476.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_stiletto_918.jpg,img_womens_flats_306.jpg,img_womens_boots_1584.jpg,img_womens_rain_boots_1006.jpg,img_womens_rain_boots_303.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_652.jpg,3K3IX1W4TLBEY68X61CTI14WUCFAPG,True,False,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_clogs_1564.jpg,img_womens_clogs_165.jpg,img_womens_clogs_1422.jpg,img_womens_clogs_1564.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_637.jpg,img_womens_pumps_1216.jpg,img_womens_high_heels_1182.jpg,img_womens_high_heels_978.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_sneakers_1127.jpg,371DNNCG5JMY7A8PQK1ZRKZYTR08TF,False,True,False,False,False,False,False,False,False,False,False,True,False,False
img_womens_athletic_shoes_1433.jpg,img_womens_clogs_590.jpg,img_womens_athletic_shoes_825.jpg,img_womens_athletic_shoes_825.jpg,img_womens_clogs_332.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_676.jpg,img_womens_athletic_shoes_1433.jpg,img_womens_athletic_shoes_481.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_boots_928.jpg,img_womens_wedding_shoes_652.jpg,3VDVA3ILJSZCR52Y7ZTDDRX1PRMG1U,False,False,True,True,False,False,True,False,False,False,False,False,False,False
img_womens_flats_115.jpg,img_womens_pumps_1496.jpg,img_womens_flats_115.jpg,img_womens_rain_boots_200.jpg,img_womens_flats_314.jpg,img_womens_high_heels_1471.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_pumps_545.jpg,img_womens_flats_201.jpg,img_womens_flats_984.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_high_heels_1032.jpg,img_womens_flats_679.jpg,371QPA24DH8GWAO4RZSKCACQFLU1TO,True,True,False,False,False,False,False,False,False,False,False,False,False,False
img_womens_pumps_329.jpg,img_womens_stiletto_473.jpg,img_womens_stiletto_519.jpg,img_womens_high_heels_1218.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_boots_1588.jpg,img_womens_stiletto_553.jpg,img_womens_high_heels_1568.jpg,img_womens_stiletto_1000.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_boots_928.jpg,img_womens_boots_1528.jpg,33BFF6QPJGV4YU6D98BENNYMHZPW30,True,False,False,False,False,False,False,True,True,False,False,False,False,False
img_womens_flats_975.jpg,img_womens_flats_311.jpg,img_womens_flats_1161.jpg,img_womens_athletic_shoes_790.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_637.jpg,img_womens_flats_522.jpg,img_womens_flats_1379.jpg,img_womens_flats_1453.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_pumps_301.jpg,img_womens_flats_679.jpg,3HXK2V1N5ZZJGQKUQ3TRIA76HX0G2B,False,False,True,False,False,False,False,True,False,False,False,False,True,False
img_womens_wedding_shoes_214.jpg,img_womens_wedding_shoes_373.jpg,img_womens_high_heels_1163.jpg,img_womens_wedding_shoes_986.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_stiletto_918.jpg,img_womens_flats_306.jpg,img_womens_flats_1484.jpg,img_womens_wedding_shoes_551.jpg,img_womens_wedding_shoes_598.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_wedding_shoes_652.jpg,img_womens_high_heels_197.jpg,3QHITW7OZ3TZYI9C6ERII6U6Z81AQ7,False,False,True,False,False,False,False,False,False,False,False,False,False,False
img_womens_clogs_459.jpg,img_womens_flats_311.jpg,img_womens_flats_1117.jpg,img_womens_flats_614.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_flats_835.jpg,img_womens_flats_835.jpg,img_womens_boots_1588.jpg,img_womens_clogs_548.jpg,img_womens_clogs_678.jpg,img_womens_clogs_1060.jpg,img_womens_pumps_301.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,32CAVSKPDT9VWN3TR4IUH6YSYZ11UF,False,True,True,False,False,False,False,False,True,False,False,False,True,False
img_womens_pumps_1066.jpg,img_womens_high_heels_1032.jpg,img_womens_flats_410.jpg,img_womens_high_heels_160.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_1003.jpg,img_womens_pumps_777.jpg,img_womens_pumps_217.jpg,img_womens_flats_835.jpg,img_womens_pumps_301.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,31MCUE39CZ6818GDU37W1KCYNB0G3M,False,False,True,False,False,False,False,False,False,False,False,False,False,False
img_womens_pumps_1022.jpg,img_womens_high_heels_594.jpg,img_womens_stiletto_1423.jpg,img_womens_pumps_939.jpg,img_womens_high_heels_925.jpg,img_womens_pumps_637.jpg,img_womens_stiletto_918.jpg,img_womens_flats_306.jpg,img_womens_high_heels_956.jpg,img_womens_flats_917.jpg,img_womens_flats_1207.jpg,img_womens_flats_835.jpg,img_womens_pumps_301.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_318.jpg,32CXT5U15VND7NNEQPR9WGL0C578U6,True,False,True,False,False,False,False,False,False,False,False,False,False,False
img_womens_boots_1227.jpg,img_womens_boots_440.jpg,img_womens_boots_1427.jpg,img_womens_boots_1567.jpg,img_womens_high_heels_1471.jpg,img_womens_boots_1111.jpg,img_womens_rain_boots_298.jpg,img_womens_high_heels_645.jpg,img_womens_boots_484.jpg,img_womens_rain_boots_522.jpg,img_womens_boots_560.jpg,img_womens_pumps_301.jpg,img_womens_flats_318.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_652.jpg,30P8I9JKPX5UXKTCXHUBGIDSOMF5VQ,False,False,False,False,True,False,False,False,False,False,False,False,False,False
img_womens_flats_625.jpg,img_womens_stiletto_1423.jpg,img_womens_clogs_1051.jpg,img_womens_pumps_337.jpg,img_womens_high_heels_1471.jpg,img_womens_pumps_545.jpg,img_womens_high_heels_1032.jpg,img_womens_high_heels_1032.jpg,img_womens_pumps_637.jpg,img_womens_flats_314.jpg,img_womens_flats_201.jpg,img_womens_flats_281.jpg,img_womens_flats_835.jpg,img_womens_wedding_shoes_20.jpg,img_womens_flats_679.jpg,3L4YG5VWA2C37G8JL2C088VD1W9DD7,False,False,False,False,False,False,False,False,False,True,False,False,False,False
